,Brand Name,Product Link,Image Url,Product Name,Product_info,Description,Item NO,Price
98,All Dental Products,product_bybrand_thumb.asp?mfgd=All+Dental+Products,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", All Dental Products,NOMAD Pro2 Handheld X-Ray,Mfg. Part #: 1.013.2040,N/A,E-mail addresses will be kept confidential.
99,All Star,product_bybrand_thumb.asp?mfgd=All+Star,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", All Star,Anthogyr Amalgam Well,Mfg. Part #: 1815,N/A,E-mail addresses will be kept confidential.
100,Almore,product_bybrand_thumb.asp?mfgd=Almore,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Almore,Artus Occlusal Registration Strips Pkg. of 300,Mfg. Part #: 01,B510220,E-mail addresses will be kept confidential.
101,Aluwax,product_bybrand_thumb.asp?mfgd=Aluwax,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Aluwax,Crown Expander,Mfg. Part #: 2320,N/A,E-mail addresses will be kept confidential.
102,American Dental Supply,product_bybrand_thumb.asp?mfgd=American+Dental+Supply,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", American Dental Supply,Tray Adhesive Liquid w/ Brush 30ml,Mfg. Part #: 10016,D350415,E-mail addresses will be kept confidential.
103,Anthogyr,product_bybrand_thumb.asp?mfgd=Anthogyr,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Anthogyr,Autoclavable Bur Block (blue),Mfg. Part #: BA-8BLU,N/A,E-mail addresses will be kept confidential.
104,Apoza,product_bybrand_thumb.asp?mfgd=Apoza,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Apoza,"Odo-Gard Deodorizer & Sanitizer, 2oz",Mfg. Part #: ODO-GARD,D350416,E-mail addresses will be kept confidential.
105,Applied Dental,product_bybrand_thumb.asp?mfgd=Applied+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Applied Dental,Brush Buddies Waxed Floss Bubble Gum 36 x 5yrds,Mfg. Part #: 73128-288,,E-mail addresses will be kept confidential.
106,Archtek,product_bybrand_thumb.asp?mfgd=Archtek,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Archtek,Lingual Cleat Bondable with Mesh (10),Mfg. Part #: 4240-00,,E-mail addresses will be kept confidential.
107,Aribex,product_bybrand_thumb.asp?mfgd=Aribex,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Aribex,iCure Light Cure Unit,Mfg. Part #: IC/CU,N/A,E-mail addresses will be kept confidential.
108,Arnel,product_bybrand_thumb.asp?mfgd=Arnel,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Arnel,"Safety-Glide  1cc Safety-Glide Syringe w/Needles (25g x 5/8"") Box of 50 ",Mfg. Part #: 305903,,E-mail addresses will be kept confidential.
109,Artus,product_bybrand_thumb.asp?mfgd=Artus,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Artus,Chemiclave Dr (RPI#RPH285)ain Hose,Mfg. Part #: 26-0610-101,,E-mail addresses will be kept confidential.
110,ASA Dental,product_bybrand_thumb.asp?mfgd=ASA+Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", ASA Dental,"Hurricaine Snap-N-Go Swabs, Package of 72",Mfg. Part #: 0283-0569-72,,E-mail addresses will be kept confidential.
111,Asden,product_bybrand_thumb.asp?mfgd=Asden,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Asden,DuraMax X1 Extraoral Suction System (NOT RETURNABLE),Mfg. Part #: PPS101,,E-mail addresses will be kept confidential.
112,Aseptico,product_bybrand_thumb.asp?mfgd=Aseptico,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Aseptico,Vivid Post Conical Drill X-Small Pkg of 4,Mfg. Part #: 0070,,E-mail addresses will be kept confidential.
113,Asepto Systems,product_bybrand_thumb.asp?mfgd=Asepto+Systems,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Asepto Systems,"BioPure Evac System Restore, 6oz",Restores 8 Ops in 3 weeks,,E-mail addresses will be kept confidential.
114,Ashtel,product_bybrand_thumb.asp?mfgd=Ashtel,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Ashtel,Econom-P 1 Spill Jar (50) ,Mfg. Part #: 120471,N/A,E-mail addresses will be kept confidential.
115,Astar Orthodontics,product_bybrand_thumb.asp?mfgd=Astar+Orthodontics,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Astar Orthodontics,Face Mask Box Dispenser White #FM3-A,"W 7½"" x H 4¼"" x 4"" ",N/A,E-mail addresses will be kept confidential.
116,Astron,product_bybrand_thumb.asp?mfgd=Astron,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Astron,"Disposable ""T"" Sleeve Clear Dispenser (Box of 500)",Mfg. Part #: 511,B750802,E-mail addresses will be kept confidential.
117,B-D,product_bybrand_thumb.asp?mfgd=B-D,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", B,"Hazardous Waste Label 2 3/4"" x 3 1/2"" Pkg. of 25",Mfg. Part #: OS-0225,N/A,E-mail addresses will be kept confidential.
118,Barnstead,product_bybrand_thumb.asp?mfgd=Barnstead,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Barnstead,"Film-Guard #101C (4 1/8"" x 2 1/8"") Pkg. of 100 ",Mfg. Part #: 101C,B750804,E-mail addresses will be kept confidential.
119,Beutlich,product_bybrand_thumb.asp?mfgd=Beutlich,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Beutlich,Tru Mark Green Pkg. of 6 yards,Mfg. Part #: TM-DEG,,E-mail addresses will be kept confidential.
120,Beyes,product_bybrand_thumb.asp?mfgd=Beyes,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Beyes,Protector Pkg of 100,Mfg. Part #: PNS100-1,,E-mail addresses will be kept confidential.
121,Bioloren,product_bybrand_thumb.asp?mfgd=Bioloren,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Bioloren,Cetacaine Topical Anesthetic Gel Strawberry 32gm,Mfg. Part #: 0217,,E-mail addresses will be kept confidential.
122,BioPure,product_bybrand_thumb.asp?mfgd=BioPure,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", BioPure,Backhaus Towel Clamp  3-1/2 (Pearson),Mfg. Part #: 13-240,N/A,E-mail addresses will be kept confidential.
123,BJM Labs,product_bybrand_thumb.asp?mfgd=BJM+Labs,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", BJM Labs,Munce Discovery Burs 34mm long deep trougher #1/4 Pkg of 4,Mfg. Part #: 34-1/4-4,,E-mail addresses will be kept confidential.
124,Bowman,product_bybrand_thumb.asp?mfgd=Bowman,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Bowman,DX 3 Intraoral Camera Sleeves Pkg of 500,Mfg. Part #: 001-763,N/A,E-mail addresses will be kept confidential.
125,Brixton,product_bybrand_thumb.asp?mfgd=Brixton,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Brixton,Model Gloss Bottle (1 Quart),Mfg. Part #: MG-3,N/A,E-mail addresses will be kept confidential.
126,CareTek,product_bybrand_thumb.asp?mfgd=CareTek,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", CareTek,Vivid-Bond 87 (1oz),Mfg. Part #: OB87,E210106,E-mail addresses will be kept confidential.
127,Casterm,product_bybrand_thumb.asp?mfgd=Casterm,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Casterm,Vivid NuPolisher Assortment of 60,"Contains: 20 Points, 20 Discs, 20 Cups, 3 RA Mandrels",N/A,E-mail addresses will be kept confidential.
128,Catalina,product_bybrand_thumb.asp?mfgd=Catalina,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Catalina,Acrylic Trimmer #1 HP Coarse Pkg of 5,Mfg. Part #: 6101,E210095,E-mail addresses will be kept confidential.
129,Certol,product_bybrand_thumb.asp?mfgd=Certol,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Certol,HIRO Pattern Modeling Resin 2 X 3ml,Mfg. Part #: HIRO,N/A,E-mail addresses will be kept confidential.
130,Cetylite,product_bybrand_thumb.asp?mfgd=Cetylite,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Cetylite,Anterior Crown Kit,"Anterior Crown Kit comes with 2 crowns of each size (total of 72 crowns). Includes Centrals, Laterals and Cuspids",E210091,E-mail addresses will be kept confidential.
131,Chifa,product_bybrand_thumb.asp?mfgd=Chifa,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Chifa,Success Card Floss Business Card Pkg of 72,Mfg. Part #: SC,,E-mail addresses will be kept confidential.
132,CJM Engineering,product_bybrand_thumb.asp?mfgd=CJM+Engineering,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", CJM Engineering,Micro Bands 3S DUML Pkg of 30,"for 3 surfaces, MODs ",,E-mail addresses will be kept confidential.
133,Cliktech,product_bybrand_thumb.asp?mfgd=Cliktech,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Cliktech,Dental R.A.T. 2.0 Unit,Mfg. Part #: DENTALRAT,N/A,E-mail addresses will be kept confidential.
134,Columbia,product_bybrand_thumb.asp?mfgd=Columbia,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Columbia,Masque Silicone Lubricant 2.5oz. Tube,Mfg. Part #: 0921530,,E-mail addresses will be kept confidential.
135,Confi-Dental,product_bybrand_thumb.asp?mfgd=Confi-Dental,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Confi,Diamond Concave LTA-E 50/2 (2),Mfg. Part #: LTA-E50/2,,E-mail addresses will be kept confidential.
136,Crosstech,product_bybrand_thumb.asp?mfgd=Crosstech,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Crosstech,Dent-O-Cryl Assortment Kit,"Contains 1kg powder clear, 500ml liquid transparent pink, 100ml separating medium, 2 x spray bottle, measuring cup, funnel, spray nozzel for powder, spray nozzel for liquid.",,E-mail addresses will be kept confidential.
137,Dedeco,product_bybrand_thumb.asp?mfgd=Dedeco,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dedeco,Full Arch Forceps Small 66 mm.,Mfg. Part #: 0200,,E-mail addresses will be kept confidential.
138,Denali,product_bybrand_thumb.asp?mfgd=Denali,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Denali,Tamparin Temporary Filling Material,Mfg. Part #: 00012303606G,,E-mail addresses will be kept confidential.
139,Denovo,product_bybrand_thumb.asp?mfgd=Denovo,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Denovo,Brush-On Adhesive Without Brush,Mfg. Part #: 25-000,,E-mail addresses will be kept confidential.
140,Dental Elite,product_bybrand_thumb.asp?mfgd=Dental+Elite,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dental Elite,Crown & Collar Scissors Curved,Mfg. Part #: D827SS,,E-mail addresses will be kept confidential.
141,Dental Innovations,product_bybrand_thumb.asp?mfgd=Dental+Innovations,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dental Innovations,"Master-Brush Easy-Shake 500 4 dispensers of 125, Short",Mfg. Part #: 933 501,,E-mail addresses will be kept confidential.
142,Dental R.A.T.,product_bybrand_thumb.asp?mfgd=Dental+R.A.T.,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dental R.A.T.,Freeprint Cast 500g,Mfg. Part #: 02890,,E-mail addresses will be kept confidential.
143,Dental U.S.A,product_bybrand_thumb.asp?mfgd=Dental+U.S.A,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dental U.S.A,Aluminum Bur Block with 7 inserts,Mfg. Part #: 831-001,,E-mail addresses will be kept confidential.
144,Dentatus,product_bybrand_thumb.asp?mfgd=Dentatus,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dentatus,Direct Crown Refill Powder Only 1oz,Mfg. Part #: DP,,E-mail addresses will be kept confidential.
145,Dentaurum,product_bybrand_thumb.asp?mfgd=Dentaurum,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dentaurum,SpotIt C&B Contact Finder Assorted Pkg of 18,Mfg. Part #: 6901-12,N/A,E-mail addresses will be kept confidential.
146,Dentech,product_bybrand_thumb.asp?mfgd=Dentech,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dentech,Disposa-Bowl Pkg. of 50 ,Mfg. Part #: 01,N/A,E-mail addresses will be kept confidential.
147,Dentek,product_bybrand_thumb.asp?mfgd=Dentek,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dentek,TheraSnore Patient Pack,"Contains: appliances, plasticstorage container, and one bottle of ortho fresh appliance cleaner.",C270426,E-mail addresses will be kept confidential.
148,Dentonics,product_bybrand_thumb.asp?mfgd=Dentonics,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dentonics,Bonasil A+  Alginate Free (4x50ml),Mfg. Part #: 09020,N/A,E-mail addresses will be kept confidential.
149,Dentronix,product_bybrand_thumb.asp?mfgd=Dentronix,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dentronix,Optiloupe Attachment (Each),Mfg. Part #: LP-1,N/A,E-mail addresses will be kept confidential.
150,Denur,product_bybrand_thumb.asp?mfgd=Denur,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Denur,Perio Floss Mint Waxed 50m (Ea),Mfg. Part #: 450130-1,H600165,E-mail addresses will be kept confidential.
151,Detax,product_bybrand_thumb.asp?mfgd=Detax,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Detax,Aim Floss Waxed mint 120yd (48),Mfg. Part #: 578106-48,N/A,E-mail addresses will be kept confidential.
152,Diadent,product_bybrand_thumb.asp?mfgd=Diadent,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Diadent,Dr.QuickLook Intraoral Dental Viewer,"Contains: Dr.QuickLook Viewer & Wand, Countertop Charger, Wall Mount Hardware, 110V AC Wall Plug, 200 Sheaths, 2-year warranty",H600170,E-mail addresses will be kept confidential.
153,Direct Crown,product_bybrand_thumb.asp?mfgd=Direct+Crown,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Direct Crown,Tongue Cleaner  Each,Mfg. Part #: 10319373911217,N/A,E-mail addresses will be kept confidential.
154,Directa,product_bybrand_thumb.asp?mfgd=Directa,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Directa,8-window Film Mount 8v#2,Buy 1 Get 1 FREE! Net Price: $7.75,H600167,E-mail addresses will be kept confidential.
155,Disposa-Bowl,product_bybrand_thumb.asp?mfgd=Disposa-Bowl,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Disposa,DuraFresh Multi-Purpose Gel Box of 12 - 10ml Ampules,Mfg. Part #: 0012,N/A,E-mail addresses will be kept confidential.
156,Distar,product_bybrand_thumb.asp?mfgd=Distar,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Distar,Sterile Pipettes Assorted Colors  Pkg.of 5,Mfg. Part #: 39960,N/A,E-mail addresses will be kept confidential.
157,DMP,product_bybrand_thumb.asp?mfgd=DMP,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", DMP,E-Z Floss (Blue) Pkg. of 12 ,Mfg. Part #: 5,S140160,E-mail addresses will be kept confidential.
158,Donegan,product_bybrand_thumb.asp?mfgd=Donegan,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Donegan,Endure 300 Antimicrobial Skin Cleanser 540ml,Mfg. Part #: 6000004,N/A,E-mail addresses will be kept confidential.
159,Dr. Collins,product_bybrand_thumb.asp?mfgd=Dr.+Collins,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dr. Collins,Super-T C&B Material Liquid (30cc),Mfg. Part #: STL,S140165,E-mail addresses will be kept confidential.
160,Dr. Fresh,product_bybrand_thumb.asp?mfgd=Dr.+Fresh,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dr. Fresh,Temp-Plus Shade 81 - Powder Only   70 gm ,Mfg. Part #: ETP183-81,N/A,E-mail addresses will be kept confidential.
161,Dr. John's Candy,product_bybrand_thumb.asp?mfgd=Dr.+John's+Candy,N/A,N/A,"Medical Emergencies In The Dental Office, 6th Edition",Mfg. Part #: 978-0-323042352,S140150,E-mail addresses will be kept confidential.
162,Dr. QuickLook,product_bybrand_thumb.asp?mfgd=Dr.+QuickLook,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dr. QuickLook,Duo 200 LED Surgical Headlight System,"Contains: 1 headlight, 1 B2X battery pack, 1 B4X battery pack, 1 battery charger, 3 lens cloths, 2 autoclavable joysticks, 1 web belt for belt moutned battery pack, 1 nylon storage bag & 1 hard-sided pelican case",N/A,E-mail addresses will be kept confidential.
163,Dr. Tungs,product_bybrand_thumb.asp?mfgd=Dr.+Tungs,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dr. Tungs,Blood Buster 4oz. Bottle,Mfg. Part #: 4193,S140155,E-mail addresses will be kept confidential.
164,Dunvale,product_bybrand_thumb.asp?mfgd=Dunvale,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Dunvale,Disposable Micro Applicators Regular Size (2.0mm) Pkg of 400,200 Green & 200 Peach,N/A,E-mail addresses will be kept confidential.
165,Durafresh,product_bybrand_thumb.asp?mfgd=Durafresh,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", Durafresh,"Diabrush Diamond Impregnated Brush #WTD1, Each",Mfg. Part #: WTD1,S140180,E-mail addresses will be kept confidential.
166,DVT,product_bybrand_thumb.asp?mfgd=DVT,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", DVT,"Stabilok , Stainless Steel, Small .021""(Blue) Std. Kit",Standard kit contains 20 Pins and 1 drill.,N/A,E-mail addresses will be kept confidential.
167,E-Z Floss,product_bybrand_thumb.asp?mfgd=E-Z+Floss,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", E,Vivid X-Tend Mixing Spatula #3R,Mfg. Part #: DL.455.037,S140185,E-mail addresses will be kept confidential.
168,EcoLab,product_bybrand_thumb.asp?mfgd=EcoLab,"https://www.facebook.com/tr?id=336284690205863&ev=PageView
&noscript=1", EcoLab,Customizer Instrument Each,Mfg. Part #: CPL-401,N/A,E-mail addresses will be kept confidential.
